Company,About,Website,Job portal,Linkedin (jobs),Location/Eligibility
SDI Asset Owner Platform,Sustainable Development Investments Asset Owner Platform,https://www.sdi-aop.org/,,,Location is flexible â€“ homebased UK or Netherlands preferred
Sea Shepherd Global,"over 40 years of direct-action campaigns to defend, conserve and protect our oceans and marine wildlife",https://www.seashepherdglobal.org/,,https://www.linkedin.com/company/sea-shepherd-global/jobs/,"ostly from home, preferably in a EU Country"
Search For Common Ground,uses innovative tools to end violent conflict around the world,https://www.sfcg.org/,https://jobs.lever.co/sfcg,https://www.linkedin.com/company/search-for-common-ground/jobs/,Consultancy
Seas At Risk,Brussels based NGO campaigning for the protection and restoration of the marine environment,https://seas-at-risk.org,https://seas-at-risk.org/careers/,https://www.linkedin.com/company/seas-at-risk/jobs/,Consultancy
Seattle International Foundation,a supporting organization to The Seattle Foundation for the purpose of increasing and enhancing international philanthropy and global development efforts in the Pacific Northwest and to serve as a resource to our community,https://seaif.org,https://seaif.org/about-us/work-with-us/,https://www.linkedin.com/company/seattle-international-foundation/jobs/,"ideally based in US, Mexico, or Central America"
Secure Code Warrior,secure coding company,https://www.securecodewarrior.com,https://www.securecodewarrior.com/company/careers,https://www.linkedin.com/company/secure-code-warrior/jobs/,Sydney/London/Boston/Portland
Secureframe,,https://secureframe.com,https://secureframe.com/careers,https://www.linkedin.com/company/secureframe/jobs/,"US,Canada"
Seed Global Health,building a world with greater health equity by working with partner countries to meet their long term health care human resource and professional needs,https://seedglobalhealth.org,https://seedglobalhealth.org/about/?join-our-team=open,https://www.linkedin.com/company/seed-global-health/jobs/,Consultancy
Seeds of Peace,,https://www.seedsofpeace.org,https://www.seedsofpeace.org/getinvolved/careers/,https://www.linkedin.com/company/seedsofpeace/jobs/,"may be based in NY, Jerusalem, London or remotely, but you must be eligible to work in the location where you will be based"
Seedstars,a global organisation with a mission to impact people's lives in emerging & frontier markets through technology and entrepreneurship,https://www.seedstars.com/,http://jobs.seedstars.com/,https://www.linkedin.com/company/seedstars/jobs/,various regional locations-depending on openings
SEEP,100% plastic-free andcompostable cleaning products,https://theseepcompany.com/,,https://www.linkedin.com/company/theseepcompany/jobs/,
Segal Family Foundation,,https://www.segalfamilyfoundation.org/,,https://www.linkedin.com/company/segal-family-foundation/jobs/,remotely (in Africa) or at any of the offices in Africa
SelfDecode,AI software that provides health recommendations based on your health data,https://selfdecode.com,https://selfdecode.com/en/careers/,https://www.linkedin.com/company/selfdecode/jobs/,
Self Help Africa,,https://selfhelpafrica.org,https://selfhelpafrica.org/ie/work-with-self-help-africa/,https://www.linkedin.com/company/selfhelpafrica/jobs/,"Ireland, Africa"
Semios,helping nature feed a growing population,https://semios.com,https://semios.com/careers/,https://www.linkedin.com/company/semiosbio-technologies-inc/jobs/,NA
Senceive,harnessing intelligent monitoring technology to keep people and infrastructure safe,https://www.senceive.com,https://www.senceive.com/careers,https://www.linkedin.com/company/senceive/jobs/,"EMEA, DACH"
Sendwave,,https://www.sendwave.com,https://www.sendwave.com/careers,https://www.linkedin.com/company/wavemoney/jobs/,NA
Senken,a platform to access the largest selection of climate assets for transparent climate actions and finance,https://www.senken.io,,https://www.linkedin.com/company/senken/jobs/,team members living across 11 different countries
Senopi,"Using Virtual Reality to help seniors grow older, better",https://www.senopi.com,,https://www.linkedin.com/company/senopi/jobs/,can be remote (preferably you are in the EU or Switzerland)
Sense International,,https://www.sense.org.uk,https://www.sense.org.uk/get-involved/jobs-at-sense/,,various locations worldwide
Seves,,https://www.asso-seves.org/,,https://www.linkedin.com/company/seves-eau/jobs/,Niamey ou LomÃ© ou Paris
Sexual Violence Research Initiative (SVRI),,https://svri.org/,,https://www.linkedin.com/company/thesvri/jobs/,Consultancy
SGS,"testing, inspection and certification company - recognized as the global benchmark for sustainability, quality and integrity",https://www.sgs.com,https://www.sgs.com/en/careers-at-sgs,https://www.linkedin.com/company/sgs/jobs/,would like to hear from potential candidates based in Belgium or an EU member state
SheCodes,,https://www.shecodes.io,https://www.shecodes.io/jobs,https://www.linkedin.com/company/shecodesio/jobs/,from anywhere
SheDecides,,https://www.shedecides.com/,,https://www.linkedin.com/company/shedecides/jobs/,
Shift Cycling Culture,aims to unite the collective force of cycling to mobilise positive climate action,https://www.shiftcyclingculture.com/,,https://www.linkedin.com/company/shiftcyclingculture/jobs/,Anywhere within a time-zone max +/-2h from CET
Shionogi,"European headquarters of Shionogi & Co., Ltd, a leading global research-driven pharmaceutical company based in Osaka, Japan",https://www.shionogi.com/eu/en/,https://www.shionogi.com/eu/en/careers.html,https://www.linkedin.com/company/shionogi-inc-/jobs/,Europe (mostly Amsterdam/London)
Show and Well,a healthcare professional on a mission to enhance the lives of others by exposing the lies of big pharma and consumer goods giants,https://linktr.ee/showandwell,,https://www.linkedin.com/company/show-and-well/jobs/,NA
Siegfried Holding,a manufacturing and service partner in the global pharmaceutical industry,https://www.siegfried.ch,https://www.siegfried.ch/working-at-siegfried,https://www.linkedin.com/company/siegfried-holding-ag/jobs/,"EU, NA"
Sightsavers,,https://www.sightsavers.org/,https://jobs.sightsavers.org/?utm_source=sightsavers.org&utm_medium=referral&utm_content&utm_campaign&_ga=2.48529958.1242374042.1626511475-1246322562.1626511475,https://www.linkedin.com/company/sightsavers/jobs/,Consultancy
Sigma Polaris,,https://www.sigmapolaris.com/,,https://www.linkedin.com/company/sigma-polaris/jobs/,"can be based anywhere globally, though being in the UK or a similar time zone would be highly advantageous"
Signals Network,"aims to advance the public interest by encouraging transparency, accountability, reporting and whistleblowing",https://thesignalsnetwork.org/,,https://www.linkedin.com/company/the-signals-network/jobs/,
Silicon Valley,"cleaning up and saving our planet by working with multiple companies, institutions, investors, future science, creating own 360-degree platforms, bringing the latest groundbreaking technologies towards markets, influencing how we work in an innovative and proactive way, recruiting and headhunting the right people, helping to make our planet a better place",https://siliconvalleyint.com/,https://careers.smartrecruiters.com/SiliconValleyInt1,,
Simavi,"striving for a world in which all women and girls enjoy their human rights to water and sanitation, resulting in healthy and just societies",https://simavi.nl/en,,https://www.linkedin.com/company/simavi/jobs/,Africa
Simple Habit,"empowering humans to stress less, achieve more, and live better",https://simplehabit.com/,https://jobs.lever.co/simplehabit,https://www.linkedin.com/company/simplehabit/jobs/,"a fully distributed team of 15 FTE & 30 contractors, working remotely across 4 different timezones, the team works on GMT-7 PST-friendly hours, so your location will affect your work hours"
Simprints Technology,"builds identification systems for the ""last mile"" that integrate accurate, safe, and robust biometric technology into existing mobile tools",https://www.simprints.com,https://www.simprints.com/careers,https://www.linkedin.com/company/simprints-technology-ltd/jobs/,"GMT -2/+3 - or applicants who are able to relocate
"
SISTEMA.bio,creating value from waste,https://sistema.bio/,https://sistemaaccount.bamboohr.com/jobs/,https://www.linkedin.com/company/sistema-biobolsa/jobs/,various
Sitel Group Foundation,"Sitel Group's next chapter to increase our social impact in the communities in which we are established, with a focus on education and developing language skills (beginning by English) through Customer Experience relationship management.",,,https://www.linkedin.com/company/sitelgroup/jobs/,based anywhere in Sitel Group locations
SMAPP LAB,monitoring insect pest activities and gather environmental data to provide robust forecasts and actionable insights,https://smapplab.com,,https://www.linkedin.com/company/smapplab/jobs/,Argentina/Brazil
Snowball Effect,spreading impactful solutions,https://www.snowball-effect.org,https://www.snowball-effect.org/get-involved,https://www.linkedin.com/company/snowballeffect/jobs/,anywhere
Sobi,an international specialty healthcare company dedicated to developing treatments and extensive patient support networks for people with rare and difficult to treat diseases,https://www.sobi.com,https://www.sobi.com/en/open-positions?t=United%20States,https://www.linkedin.com/company/sobi---north-america/jobs/,"Basel, Stockholm or London"
Social Accountability International,a global non-governmental organization advancing human rights at work,https://sa-intl.org,https://sa-intl.org/about/careers/,https://www.linkedin.com/company/social-accountability-international/jobs/,flexible
Social Development Direct,a leading international provider of social development consultancy and research services,https://www.sddirect.org.uk,https://www.sddirect.org.uk/careers,https://www.linkedin.com/company/social-development-direct/jobs/,
Social Enterprise World Forum,,https://sewfonline.com/,,https://www.linkedin.com/company/sewfcic/jobs/,various
Social Innovation Circle,a coaching platform for social innovators looking to raise finance,https://www.socialinnovationcircle.com/,,https://www.linkedin.com/company/socialinnovationcircle/jobs/,Europe/Asia
Social Investment Managers & Advisors (SIMA Funds),,https://simafunds.com,https://simafunds.com/careers/,https://www.linkedin.com/company/social-investment-managers-&-advisors-sima-/jobs/,preferably from emerging markets
Social Movement Technologies,,https://socialmovementtechnologies.org/,https://www.idealist.org/en/nonprofit/5d51b95fbe3945df93f7fa07e5e1495f-social-movement-technologies-bloomfield#opportunities,https://www.linkedin.com/company/social-movement-technologies/jobs/,"can be based anywhere in the world, must be available during at least 6 EST work hours"
Society of Publishers in Asia,,https://sopasia.com/,,https://www.linkedin.com/company/sopa-society-of-publishers-in-asia/,"ideally based in Hong Kong or Singapore (but candidates from other locations in Asia Pacific will be also considered)
"
Sofar Ocean,connecting the world's oceans to power a more sustainable future,https://www.sofarocean.com,https://www.sofarocean.com/company/careers,https://www.linkedin.com/company/sofar-ocean/jobs/,EMEA
SoGive,a tool that lets you see the impact you've made in the world through all your charitable giving,https://sogive.org,https://sogive.org/careers.html,https://www.linkedin.com/company/sogive/jobs/,"flexible on location - the core team hours are: 3pm to 6pm UK time - any location is OK, as long as those hours work for you in your timezone"
Soil Heroes,supporting your sustainability goals through regenerative agriculture,https://www.soilheroes.com,https://www.soilheroes.com/jobs/,https://www.linkedin.com/company/soilheroes/jobs/,ideally based in the UK or the Netherlands
SoilWatch,empowering communities to create their own solutions in the climate emergency,https://soilwatch.eu/,,https://www.linkedin.com/company/soilwatch/jobs/,Applicants from and/or based in Africa strongly encouraged to apply
Solaris Offgrid,,https://www.solarisoffgrid.com/,https://www.paygops.com/careers-current-job-positions,https://www.linkedin.com/company/solarisoffgrid/jobs/,remote from anywhere or Spain/Africa-based
SolaVieve,a progressive technology and operations company focused on building communities worldwide around healthy and smart living,https://solavieve.com/,https://join.com/companies/solavieve,https://www.linkedin.com/company/solavieve/jobs/,"The location of Solavieve GmbH is KurfÃ¼rsten-Anlage 52, 69115 Heidelberg, Germany. However, this position is remote and can be performed from any location"
Solera Health,"a platform that provides intensive, evidence-based, lifestyle and behavioral social interventions to impact the most prevalent and costly chronic conditions",https://www.soleranetwork.com/,,https://www.linkedin.com/company/solera-health/jobs/,North America
Solidaridad,an international network organization with eight regional expertise centres worldwide,https://www.solidaridadnetwork.org,https://www.solidaridadnetwork.org/jobs/,https://www.linkedin.com/company/solidaridad-network/jobs/,
Solina Group,,https://www.solinagroup.com,https://www.solinagroup.com/workwithsolina/,https://www.linkedin.com/company/solina-group-limited/jobs/,
Solvay,a science company whose technologies deliver benefits to many aspects of daily life,https://www.solvay.com,https://www.solvay.com/en/career,https://www.linkedin.com/company/solvay/jobs/,US / EMEA
Sonder Collective,a co-operative of design professionals working together for a vibrant and sustainable future,https://www.sonderdesign.org/,,https://www.linkedin.com/company/sonder-design-collective/jobs/,Available to work on GMT to GMT+3 time zones
SOPHiA GENETICS,combines deep expertise in life sciences and medical disciplines with mathematical capabilities in data computing,https://www.sophiagenetics.com/,https://apply.workable.com/sophia-genetics/,https://www.linkedin.com/company/sophiagenetics/jobs/,Bidart (France) or Europe
Sophos,cybersecurity,https://www.sophos.com/,https://careers.sophos.com/,https://www.linkedin.com/company/sophos/jobs/,"Northern Europe (UK, Ireland & Nordics)"
Sorcero,on a mission to improve patient outcomes by empowering life sciences experts,https://www.sorcero.com,https://www.sorcero.com/careers,https://www.linkedin.com/company/sorcero/jobs/,"a distributed team with members across the globe, Eastern Standard (EST) time zone is preferred"
SoSafe,empowers organizations to build a security culture and mitigate risk with its GDPR-compliant awareness programs,https://sosafe-awareness.com,https://sosafe-awareness.com/careers/,https://www.linkedin.com/company/sosafe-cyber-security/jobs/,Europe
SOS Children's Villages,,https://www.sos-childrensvillages.org/,https://www.sos-childrensvillages.org/working-with-us,https://www.linkedin.com/company/sos-children's-villages/jobs/,
SOS MEDITERRANEE,European civil organisation for the rescue of people in distress in the Mediterranean Sea,https://sosmediterranee.org/,,https://www.linkedin.com/company/sos-mediterranee-france/jobs/,
SoTecIn Factory,"Horizon Europe project SoTecIn Factory â€“ Social and Technological Innovation Factory for Low-Carbon and Circular Industrial Value Chains â€“ aims to connect industry with society in a community of mission-oriented social innovators, to support social entrepreneurs in their drive to increase the circularity of key product value chains, and to promote a culture of social innovation in European manufacturing businesse",https://sotecinfactory.eu/,,https://www.linkedin.com/company/sotecinfactory/jobs/,based in a location with a running Impact Hub ideally
Soulopreneur Productions,,https://soulopreneur.com/,,,
South Pole,"develops and implements comprehensive emission reduction projects and strategies that turn climate action into long-term business opportunities for companies, governments and organizations around the world",https://www.southpole.com/,https://careers.southpole.com/jobs,https://www.linkedin.com/company/south-pole-global/jobs/,various locations
Sparkrock,"provides an all-in-one enterprise software (ERP) that includes finance, workforce management, payroll and employee scheduling built for Nonprofit & Human Services Organizations and K-12 & Educational Institutions",http://www.sparkrock.com/,,https://www.linkedin.com/company/sparkrock/jobs/,
Special Olympics,"on a mission to provide year-round sports training and athletic competition in a variety of Olympic-style sports for all children and adults with intellectual disabilities, giving them continuing opportunities to develop physical fitness, demonstrate courage, experience joy, and participate in a sharing of skills and friendship with their families, Special Olympics athletes and the community",https://www.specialolympics.org,https://www.specialolympics.org/about/careers?locale=en,https://www.linkedin.com/company/special-olympics/jobs/,"Germany, Bulgaria, Austria, Spain, Sweden, Portugal, Netherlands, Ireland, & Washington DC"
Sphera,"a global provider of Environmental, Social and Governance (ESG) performance and risk management software, data and consulting services with a focus on Environment, Health, Safety & Sustainability (EHS&S), Operational Risk Management and Product Stewardship",https://sphera.com,https://sphera.com/careers/,https://www.linkedin.com/company/sphera/jobs/,NA
Spoons Cambodia,,https://www.spoonscambodia.org/,,https://www.linkedin.com/company/spoons-cambodia-organization/jobs/,
Spring,a global capacity accelerator for social and climate justice leaders,https://www.springstrategies.org/,https://www.idealist.org/en/consultant/69ab6e100aab41e2b47a2c7e90053b6b-spring-toronto#opportunities,,open to anyone in the Global South or Global North
Stand.earth,"created to challenge corporations and governments to treat people and the environment with respect, because our lives depend on it",https://www.stand.earth/,,https://www.linkedin.com/company/stand.earth/jobs/,"remote-US,Canada"
Stardust Startups,"a nonprofit providing financial, social, and moral support for emerging impact entrepreneurs all over the world",https://starduststartupfactory.org/,,https://www.linkedin.com/company/starduststartups/jobs/,US/Europe-compatible time zones preferred
Start Network,"aiming to transform humanitarian action through innovation, fast funding, early action, and localisation",https://startnetwork.org,https://startnetwork.org/about-us/current-vacancies,https://www.linkedin.com/company/the-start-network/jobs/,consultancy
Status,"building the tools and infrastructure for the advancement of a secure, private, and open web3 - with the high level goals of preserving the right to privacy, mitigating the risk of censorship, and promoting economic trade in a transparent, open manner",https://status.im/,https://jobs.status.im/,https://www.linkedin.com/company/status.im/jobs/,anywhere globally
STEM,a global benchmarking company that partners with 97% of the top 30 pharmaceutical companies to further accelerate performance,https://www.stemhealthcare.com,https://www.stemhealthcare.com/careers/,https://www.linkedin.com/company/stem-healthcare/jobs/,"1) Dubai 2) Istanbul 3) Europe, Middle East Africa"
Stem,a Global Leader in AI-driven Clean Energy Solutions and Services,https://www.stem.com,https://www.stem.com/careers/,https://www.linkedin.com/company/stem-inc/jobs/,NA
Stepped Care Solutions,a Canadian not-for-profit consultancy group that aims to promote mental wellness by transforming mental health systems,https://steppedcaresolutions.com/,,https://www.linkedin.com/company/sc2-0-stepped-care-solutions-inc/jobs/,NA
Sterling,"help you build a foundation of trust and safety for your employees, customers, and partners around the world",https://www.sterlingcheck.com,https://www.sterlingcheck.com/about-sterling/careers/,https://www.linkedin.com/company/sterlingcheck/jobs/,Asia
Stichting Women Win,,https://www.womenwin.org,https://www.womenwin.org/about-us/careers-and-opportunities/,,Working location is flexible - candidates may be based in The Netherlands or in another country but must be available for regular Women Win working hours (CET 9am to 6pm)
Storm4,Connecting GreenTech Talent,https://storm4.com,https://storm4.com/jobsandenquiries/,https://www.linkedin.com/company/storm4/jobs/,"EU, US"
StrategEast Center for a New Economy,"on a mission to reinforce the values of inclusivity, connectivity, gender equality and equal opportunities in Eurasian countries through the digital economy",https://www.strategeast.org/,,https://www.linkedin.com/company/strategeast/jobs/,globally
Streamline-Healthcare,"an international, and award-winning iSMAC development & consulting firm with its headquarters in Kelowna BC, Canada, helping CMOâ€™s, CTOs, and Product Owners unlock the critical technology and behavioral health science gaps in their processes",https://www.streamlinehealthcare.ca/,,https://www.linkedin.com/company/streamline-your-business/jobs/,anywhere worldwide
Street Business School,"a global training organization, teaching others to bring our proven and effective business training and confidence building to their communities, empowering people to become self-sustaining entrepreneurs",https://www.streetbusinessschool.org,https://www.streetbusinessschool.org/careers/,https://www.linkedin.com/company/streetbusinessschool/jobs/,anywhere
streetfootballworld,,https://www.streetfootballworld.org,https://www.streetfootballworld.org/get-involved/job-seekers-and-volunteers,https://www.linkedin.com/company/streetfootballworld-ggmbh/jobs/,Consultancy
Stronger Together,"a multi-stakeholder business-led initiative aiming to reduce modern slavery particularly forced labour, labour trafficking and other hidden third party exploitation of workers",https://www.stronger2gether.org,https://www.stronger2gether.org/jobs-and-opportunities/,https://www.linkedin.com/company/stronger-together/jobs/,US or UK based or GMT +/- 1 or 2
StudentFinance,a Global Career Mobility Fintech platform - for reskilling and upskilling the global workforce,https://www.studentfinance.com/,https://studentfinance.recruitee.com/,https://www.linkedin.com/company/studentfinance/jobs/,a remote setting from cities across Europe
subrosa Health & Capital GmbH,a recruitment consultancy,,,https://www.linkedin.com/company/subrosa-health-care-capital/jobs/,
Subsea7,makes offshore energy transition possible through the continuous evolution of lower-carbon oil and gas and by enabling the growth of renewables and emerging energy,https://www.subsea7.com/,https://careers.subsea7.com/Search.aspx,https://www.linkedin.com/company/subsea7/jobs/,"Some of the global work locations include London, Paris, Brazil, Africa"
Subul Impact Outsourcing,"a social enterprise on a mission to explore creative people from disadvantaged communities, and showcase their talent to the world",https://www.subul.org/,,https://www.linkedin.com/company/subul/jobs/,Preferably around CET time zone -+ 4Hours
Summit Impact,driving social good through innovative ecosystems that facilitate collaboration across disciplines,https://summitimpact.org/,,https://www.linkedin.com/company/summit-impact/jobs/,anywhere
Sumsub,"an all-in-one suite for identity verification, fraud prevention, and KYC/AML compliance",https://sumsub.com/,,https://www.linkedin.com/company/sumsub/jobs/,EU/UK
Sunrise Project,a global network of changemakers who believe in the power of social movements to change the world,https://sunriseproject.org,https://sunriseproject.org/jobs/,https://www.linkedin.com/company/the-sunrise-project/jobs/,Europe-based and global openings
SupplyShift,"committed to helping businesses create more transparent, responsible, and resilient supply chains",https://www.supplyshift.net,https://www.supplyshift.net/careers,https://www.linkedin.com/company/supplyshift/about/,"NA, Europe"
Survitec Group Ltd.,"wearable survival equipment, fire solutions and survival craft technology keeping people safe when their life depends on it",https://survitecgroup.com,https://survitecgroup.com/careers/work-with-us/,https://www.linkedin.com/company/survitec/jobs/,Europe/US
Survivor Alliance,"an international, US-based not-for-profit , made of, by, and for survivors of slavery and human trafficking",https://www.survivoralliance.org,https://www.survivoralliance.org/job-opportunities,https://www.linkedin.com/company/survivoralliance/jobs/,
Susan Thompson Buffett Foundation,,https://buffettscholarships.org/,,https://www.linkedin.com/company/the-susan-thompson-buffett-foundation/jobs/,
Sustainability Excellence,Accelerating sustainability in the Arab Region,https://sustainabilityexcellence.com/,,https://www.linkedin.com/company/sustainability-excellence/jobs/,Jordan/UAE
Sustainable Apparel Coalition,,https://apparelcoalition.org,https://apparelcoalition.org/careers/,https://www.linkedin.com/company/sustainable-apparel-coalition/jobs/,full-time position based in the APAC region and preferably in Hong Kong
Sustainable Development Investments Asset Owner Platform (SDI AOP),,,,,a flexible location however homebased UK or Netherlands preferred
Sustainable Development Solutions Network,,https://www.unsdsn.org,https://www.unsdsn.org/careers,https://www.linkedin.com/company/unsdsn/jobs/,Consultancy
Sustainable Fisheries Partnership Foundation,,https://www.sustainablefish.org/,https://www.sustainablefish.org/About-Us/Careers,https://www.linkedin.com/company/sustainable-fisheries-partnership-foundation/jobs/,
SustainCERT,"a mission-driven company to mainstream credible impact certification through user-centric, tech-driven solutions",https://www.sustain-cert.com/,,https://www.linkedin.com/company/sustaincert/jobs/,US/Europe
Sustain.Life,makes it simple to help the planet and your bottom line,https://www.sustain.life/,,https://www.linkedin.com/company/sustainlife/jobs/,"fully remote in US, UK or Ireland"
Suvita,increasing uptake of immunisations to combat vaccine-preventable diseases,https://www.suvita.org,https://www.suvita.org/careers,https://www.linkedin.com/company/suvita/jobs/,from anywhere
Sweep,Reducing carbon emissions in your business and value chain,https://www.sweep.net/,https://boards.eu.greenhouse.io/sweep,https://www.linkedin.com/company/sweeptheplanet/jobs/,UK and EU
Swift Medical,"digital wound care management, delivering advanced wound care visualization and touchless 3D measurement through its smartphone-ready Swift Skin and Wound software",https://swiftmedical.com,https://swiftmedical.com/about/careers/,https://www.linkedin.com/company/swift-medical/jobs/,US/Canada
Swiss Impact Store,MORE THAN A MARKETPLACE. A SUSTAINABLE LIFESTYLE COMMUNITY,https://www.swissimpactstore.com/,,https://www.linkedin.com/company/swiss-impact-store/jobs/,feel free to apply if you live outside of Switzerland
SWORD Health,"virtual MSK care provider, on a mission to free two billion people from pain",https://swordhealth.com/,https://jobs.lever.co/swordhealth,https://www.linkedin.com/company/swordhealth/jobs/,"US, Portugal"
Sylvera,Carbon Intelligence Company,,https://jobs.lever.co/sylvera,https://www.linkedin.com/company/sylveracarbon/jobs/,Remote GMT +/-3 (with access to an office in London/Belgrade if you wanted to come in)
Symmetra,"a specialist international diversity and inclusion consultancy, delivering end-to-end solutions that transform leadership and culture",https://symmetraglobal.com/,,https://www.linkedin.com/company/symmetra/jobs/,
Sympower,an international clean tech scale-up with offices in 5 different countries and 26 different nationalities,https://sympower.net,https://sympower.net/careers/,https://www.linkedin.com/company/sympower/jobs/,
Syncronic,a predictive impact analytics startup,https://www.syncronic.io/,,https://www.linkedin.com/company/syncyourimpact/jobs/,worldwide
Syneos Health,,https://www.syneoshealth.com,https://www.syneoshealth.com/careers,https://www.linkedin.com/company/syneos-health/jobs/,anywhere in EU
Synergos,"a global organization helping solve complex issues around the world by advancing bridging leadership, which builds trust and collective action",https://www.synergos.org,https://www.synergos.org/jobs-and-internships,https://www.linkedin.com/company/synergos-institute/jobs/,
Syntropy,technology improving security and performance of the Internet,https://www.syntropystack.com,https://www.syntropystack.com/careers,https://www.linkedin.com/company/syntropynet/jobs/,global and regional openings
The Syria Campaign,,https://thesyriacampaign.org/,https://thesyriacampaign.org/work-for-tsc/,https://www.linkedin.com/company/the-syria-campaign/jobs/,European or Middle Eastern time zones
Systemic Justice,,https://systemicjustice.ngo/,https://systemicjustice.bamboohr.com/jobs/,https://www.linkedin.com/company/systemicjustice/jobs/,CET time zone compatible
Systemiq,transforming systems for a better future,https://www.systemiq.earth,https://www.systemiq.earth/careers/job-opportunities/,https://www.linkedin.com/company/systemiq/jobs/,"London, Munich or Amsterdam
"
Talent Beyond Boundaries,envisions a world where forcibly displaced people can use their skills and talents to move to secure futures,https://www.talentbeyondboundaries.org,https://www.talentbeyondboundaries.org/talentcatalog/tc-opportunities?,https://www.linkedin.com/company/talent-beyond-boundaries/jobs/,NA
Taptap Send,an app that lets people send money back home to Africa and Asia instantly and at very low prices,https://www.taptapsend.com,https://jobs.lever.co/taptapsend,https://www.linkedin.com/company/taptapsend/jobs/,mostly EU/UK
TaRL,"an evidence-backed educational approach that helps children develop basic reading and mathematics skills, opening doors to a brighter future",https://www.teachingattherightlevel.org,https://www.teachingattherightlevel.org/tarl-africa-team/join-the-team/,https://www.linkedin.com/company/tarl-africa/jobs/,Africa
Taylor Hopkinson | Powered by Brunel,connecting renewables specialists to pioneering projects,https://www.taylorhopkinson.com/,,https://www.linkedin.com/company/taylor-hopkinson/jobs/,
tbd*,"a digital hub where people determined to change the world can find a job, discover workshops and courses, locate funding, hire the right team, connect with mission-driven companies, share best practices, or learn from others who are using their careers to make an impact",https://www.tbd.community/,,https://www.linkedin.com/company/the-changer/jobs/,CET timezone-occasional remote roles
TCI Network,a global network of people and organizations working in clusters and innovation ecosystems around the globe,,,https://www.linkedin.com/company/tci-network/jobs/,Europe
TDi Sustainability,,https://tdi-sustainability.com/,https://tdi-sustainability.com/vacancies/,https://www.linkedin.com/company/tdi-sustainability/jobs/,"offices located near Stroud, Gloucestershire, UK with satellite offices in New York City; Amsterdam, Netherlands, Milan, Africa; Accra, Ghana; Vancouver, Canada; and Malmo, Sweden - have a policy to accommodate remote, flexible and autonomous working arrangements in return for a commitment to extremely high-quality deliverables, working to fulfil project goals, and consistently meeting deadlines"
Teachers2Teachers,,https://t2tglobal.org,https://t2tglobal.org/careers/,https://www.linkedin.com/company/teachers2teachers---international-inc/jobs/,US citizen from anywhere in the world
Teach For All,developing collective leadership to ensure all children have the opportunity to fulfill their potential,https://teachforall.org/,https://teachforall.org/careers,https://www.linkedin.com/company/teach-for-all/jobs/,various locations worldwide
Team4Tech,enabling remote opportunities for learners around the world,https://team4tech.org/,,https://www.linkedin.com/company/team4tech/jobs/,"New Delhi, India; Bangkok, Thailand; Manila, Philippines"
Team Empathy,helping environmental and social impact brands scale their ripple of impact through SEO and Marketing Coaching,https://linktr.ee/teamempathynz,,https://www.linkedin.com/company/team-empathy/jobs/,
Tearfund,a Christian charity that partners with churches in more than 50 of the world's poorest countries,https://www.tearfund.org/,,https://www.linkedin.com/company/tearfund/jobs/,various locations worldwide
TechChange,,https://www.techchange.org,https://www.techchange.org/careers/,https://www.linkedin.com/company/techchange/jobs/,a remote-first company with team members across the globe
Tech for Social Good,,https://socialimpact.github.com/tech-for-social-good/,,https://www.linkedin.com/company/tech-for-social-good/jobs/,https://socialimpact.github.com/assets/img/TCW-International-Capabilities.pdf
Tech Matters,tech leaders who are passionate about advancing social change by listening to and supporting the social sector,https://techmatters.org,https://techmatters.org/join-us/,https://www.linkedin.com/company/tech-matters/jobs/,"a remote-first, globally distributed team that spans from the U.S. West Coast to South Africa"
Technip Energies,"an Engineering & Technology company for the energy transition, with leadership positions in Liquefied Natural Gas (LNG), hydrogen and ethylene as well as growing market positions in blue and green hydrogen, sustainable chemistry and CO2 management",https://www.technipenergies.com,https://www.technipenergies.com/careers,https://www.linkedin.com/company/technip-energies/jobs/,The location can be in Italy (Rome) or France (Paris)
TechnoServe,business solutions to poverty,https://www.technoserve.org/,https://recruiting.ultipro.com/TEC1006TESER/JobBoard/18180d88-ced0-4361-bd09-d5eef66dab24/?q=&o=postedDateDesc,https://www.linkedin.com/company/technoserve/jobs/,various
TechSoup,"connecting #nonprofit organizations to mission-critical tech resources, knowledge and community for change-makers",https://meet.techsoup.org,https://meet.techsoup.org/get-involved/careers/,https://www.linkedin.com/company/techsoup/jobs/,
TE Connectivity,"a global industrial technology manufacturing leader creating a safer, sustainable, productive, and connected future - enabling advancements in transportation, industrial applications, medical technology, energy, data communications, and the home",https://www.te.com/,https://careers.te.com/,https://www.linkedin.com/company/te-connectivity/jobs/,EMEA
TEKYN,"a committed player in sustainable fashion, develops the most innovative and intuitive software, hardware and service solutions to make the shift to digitalization accessible to all players in the textile industry",https://www.tekyn.com/,https://www.welcometothejungle.com/fr/companies/tekyn-1/jobs?page=1,https://www.linkedin.com/company/tekyn-io/jobs/,Northern Europe
TELUS Agriculture & Consumer Goods,"creating a unified, trusted and sustainable value chain to enable the most efficient production and logistics outcomes, while lowering the impact on the environment",https://www.telus.com,https://www.telus.com/agcg/careers,https://www.linkedin.com/company/telus-agcg/jobs/,NA
Tempest,an online privacy company which seeks to increase privacy and data security for all Internet users,https://www.tempest.com/,,https://www.linkedin.com/company/tempest-privacy/jobs/,"offices in Ireland, France, Germany Portugal America and Singapore"
